id,date,category,contributors,headline,url,trump,biden
h_4e1ddf8be76b24c2ea581646fc674c9c,11/11/2020,politics,Meg Wagner and Melissa Mahtani,Biden begins transition plans as Trump refuses to concede,https://www.cnn.com/politics/live-news/biden-trump-us-election-news-11-13-20/index.html,-0.645797,-0.594259
h_01a53773dce965f6f265aa181edb8aa5,11/13/2020,politics,Alex Rogers and Caroline Kenny,Loeffler unleashes onslaught against Warnock in Georgia race for Senate control,https://www.cnn.com/2020/11/12/politics/kelly-loeffler-raphael-warnock-attack/index.html,0,0.781588
h_87ba2fee5a905c18f76a4f97a7b77f75,11/14/2020,politics,Katelyn Polantz,Judges rule against Trump campaign in 6 Pennsylvania cases over absentee ballots,https://www.cnn.com/2020/11/13/politics/pennsylvania-absentee-ballots-trump-campaign/index.html,-0.617635,-0.553383
h_a79bb2c16807cca31187a8c414cf5368,11/14/2020,politics,Caroline Kelly and Maegan Vazquez,Gov. Cuomo responds to Trump\'s threat to not send vaccine to New York: \'He tries to bully people\',https://www.cnn.com/2020/11/13/politics/cuomo-trump-vaccine-new-york-bully-cnntv/index.html,-0.520208,-0.330133
h_4913eaca7d11e6e65c2c894562836d97,11/13/2020,politics,Nathan McDermott,How Democratic leaders handled the 2016 election loss and transition,https://www.cnn.com/2020/11/13/politics/kfile-democrats-2016/index.html,-0.272753,-0.567501
h_ee7466b1e3c3dc787741fd5c29f834b3,11/13/2020,politics,Veronica Stracqualursi,Carter Center will monitor part of a US election for the first time by observing Georgia recount,https://www.cnn.com/2020/11/13/politics/carter-center-georgia-audit-recount-2020-presidential-race/index.html,0.417801,0.417801
h_f95a5cc6ce2547fb6efb2e70a1887db5,11/13/2020,politics,CNN ,READ: John Kelly statement on Trump not helping with the transition to a Biden administration,https://www.cnn.com/2020/11/13/politics/john-kelly-statement-trump-transition/index.html,0.361697,0.669607
h_fcfed2ae2bda0a47fae5f1415bbadc42,11/13/2020,politics,Allison Gordon,The week in 16 headlines,https://www.cnn.com/2020/11/13/politics/week-in-review-trump-biden-election-results/index.html,-0.758315,-0.758315
h_34f8c36e8adabf9d2e4db1ac02546201,11/13/2020,politics,Alex Marquardt,Federal election official blasts Trump\'s false election claims as \'laughable;\' \'baffling\' and \'insulting\',https://www.cnn.com/2020/11/13/politics/hovland-trump-election-claims/index.html,-0.77647,0
h_d4314fb130933e663d5246d908927949,11/13/2020,politics,Casey Tolan,Fact checking the baseless claim that millions of Trump votes were deleted,https://www.cnn.com/2020/11/13/politics/dominion-voting-false-claim-delete-trump-votes-fact-check/index.html,-0.593555,-0.553258
h_27c41bcda36c193fc9927b47cf71d216,11/13/2020,politics,Kara Scannell,Trump campaign drops Arizona lawsuit requesting review of ballots,https://www.cnn.com/2020/11/13/politics/arizona-trump-lawsuit/index.html,-0.749313,-0.388727
h_515bd09b621a674db9bbf45cb5ed8c96,11/13/2020,politics,Jessica Schneider and Annie Grayer and Katelyn Polantz,Michigan judge rejects demand to block certification of Biden win in Detroit and debunks fraud claims,https://www.cnn.com/2020/11/13/politics/trump-michigan-election/index.html,-0.671962,-0.725754
h_0a79c060de4083a00eaf87754dfbad50,11/10/2020,politics,Barbara Starr and Zachary Cohen and Ryan Browne,Trump administration removes senior defense officials and installs loyalists; triggering alarm at Pentagon,https://www.cnn.com/2020/11/10/politics/pentagon-policy-official-resigns/index.html,-0.694905,-0.572711
h_3843b1c58897735fbf4ed8e0fa36bdc0,11/13/2020,politics,Gregory Krieg,Joe Biden becomes first Democrat in 28 years to win Georgia,https://www.cnn.com/2020/11/13/politics/joe-biden-wins-georgia/index.html,-0.751663,0.577819
h_98697d3fdb324f74dedbbed67d539f2a,11/7/2020,us,Faith Karimi,For Stacey Abrams; revenge is a dish best served blue,https://www.cnn.com/2020/11/07/us/stacey-abrams-georgia-voter-suppression-trnd/index.html,0,0.761227
h_47bf94618b6f6b5f536bd8c6ae46c367,11/13/2020,politics,Clare Foran and Manu Raju and Daniella Diaz,Pelosi defiant despite House Democratic losses: \'I take credit for winning a majority\',https://www.cnn.com/2020/11/13/politics/pelosi-house-democrat-losses/index.html,-0.773378,0.342657
h_b43de4fdeda5e021b66455844efa845b,11/13/2020,politics,Jeff Zeleny,Biden to take characteristically deliberative approach to filling Cabinet,https://www.cnn.com/2020/11/13/politics/biden-cabinet/index.html,-0.329661,-0.492599
h_93a5c2ce40c5ab4b52d6fecfce1ebc8b,11/13/2020,politics,Kaitlan Collins and Kate Bennett and Betsy Klein,Several dozen USSS officers sidelined due to coronavirus exposure,https://www.cnn.com/2020/11/13/politics/us-secret-service-pandemic/index.html,0,0
h_e0bcdc5350bee3f99eaf6f72192ffd7b,11/11/2020,politics,Chris Cillizza,The 2020 races that *still* don\'t have a winner,https://www.cnn.com/2020/11/11/politics/uncalled-races-2020-races-president-senate-house/index.html,-0.527056,-0.552902
h_301bc85320283fc61519454dff14e781,11/11/2020,politics,Kaitlan Collins and Maegan Vazquez,White House political director tests positive for coronavirus; official says,https://www.cnn.com/2020/11/11/politics/brian-jack-coronavirus-white-house/index.html,-0.717454,0
h_7c10009cec076e6c3f725dffd540d8c2,11/11/2020,politics,Veronica Stracqualursi,Georgia to conduct full by-hand count of presidential race ballots; secretary of state says,https://www.cnn.com/2020/11/11/politics/georgia-full-state-recount-2020-presidential-race/index.html,-0.440573,0
h_133006cc6c1103f5beb8293b29663d0a,11/11/2020,politics,Daniel Dale,Fact check: Republican National Committee falsely cites turnout increases as evidence of fraud,https://www.cnn.com/2020/11/11/politics/fact-check-elizabeth-harrington-rnc-fraud-biden/index.html,-0.35074,-0.523405
h_d346273ca511fdfbcccf4c11d8133fe9,11/11/2020,politics,Gloria Borger,Trump puts his bottom line before the country. And the GOP is helping him do it.,https://www.cnn.com/2020/11/11/politics/borger-analysis-trump-bottom-line/index.html,-0.511921,-0.632395
h_8619ae3103d5d52985b142f6b8c2d866,11/11/2020,politics,Chris Cillizza,Why a Republican-led Senate might not be *such* a bad thing for Joe Biden,https://www.cnn.com/2020/11/11/politics/senate-joe-biden-mcconnell-georgia/index.html,-0.421568,0.279051
h_0a5429bf239482d53060ade4948908cf,11/11/2020,politics,Betsy Klein,Trump\'s public schedules show little interest in work as he protests Biden\'s legitimate election,https://www.cnn.com/2020/11/11/politics/donald-trump-schedule-election/index.html,-0.691271,-0.77345
h_f189b88698d551fd0807a25450a9cba3,11/11/2020,politics,Veronica Stracqualursi,Republican election official in Philadelphia says he\'s seen no evidence of widespread fraud,https://www.cnn.com/2020/11/11/politics/philadelphia-city-commissioner-2020-election-cnntv/index.html,-0.722614,0.566388
h_3e532457b40d609300a9ed20daae9420,11/11/2020,politics,Clare Foran,Republican Dan Sullivan wins reelection in US Senate race in Alaska,https://www.cnn.com/2020/11/11/politics/alaska-senate-results-dan-sullivan-republican-reelection/index.html,0,0
h_fc72430b0dab183be84889b48a59c270,11/10/2020,politics,Kate Bennett,Melania Trump has not reached out to Jill Biden either,https://www.cnn.com/2020/11/10/politics/melania-trump-jill-biden-transition/index.html,-0.56849,-0.588519
h_16ec81b46740b3707fc678b68032a634,11/11/2020,politics,Betsy Klein,Pence under the radar as Trump fights for power,https://www.cnn.com/2020/11/11/politics/mike-pence-election-trump/index.html,-0.713104,-0.57345
h_3bd638794e257c9892bad735b6ca64fa,11/11/2020,politics,Stephen Collinson,Alarm grows over Trump administration acting \'more akin to a dictatorship\' as he denies election defeat,https://www.cnn.com/2020/11/11/politics/donald-trump-joe-biden-transition/index.html,-0.608391,-0.298034
h_f951fe79009e49c9e160134c4ce4cdd9,11/11/2020,us,Harmeet Kaur,5 things to know for November 11: ACA; transition; Covid-19; Vatican; Hong Kong,https://www.cnn.com/2020/11/11/us/five-things-november-11-trnd/index.html,-0.833137,0.441493
h_db6e4745b6d5f7900eeba0a253fdeced,11/11/2020,us,Sonia Moghe,Man accused of making online threats to kill law enforcement and people celebrating results of the presidential election,https://www.cnn.com/2020/11/10/us/man-charged-election-violence/index.html,0,0
h_c3b44fd248275b5e5da0fe5fcd1f41b8,11/11/2020,politics,Zachary B. B. Wolf,Trump is dragging his whole administration into election rejection,https://www.cnn.com/2020/11/10/politics/what-matters-november-10/index.html,-0.698217,-0.658984
h_7799c55eeeb4b4accbdee43c81f1329b,11/11/2020,politics,John Harwood,Trump is handling his election loss like every other setback. It can\'t work,https://www.cnn.com/2020/11/10/politics/trump-election-loss-setback/index.html,-0.747402,-0.794934
h_bcb7a2397ab27937b447b7ba5a300963,11/10/2020,politics,Pamela Brown and Manu Raju and Michael Warren,With the Senate at risk; Trump still holds leverage over the GOP,https://www.cnn.com/2020/11/10/politics/trump-mcconnell-senate-gop-leverage/index.html,-0.538396,0
h_b2c8f7183774fd9a1330498a0b6c98b1,11/11/2020,politics,Gregory Krieg,Bernie Sanders seeks support from allies in push to lead Biden\'s Labor Department,https://www.cnn.com/2020/11/10/politics/bernie-sanaders-joe-biden-labor-department/index.html,0,0.558682
h_fb1a5106c434c64770f23128e920ddfe,11/10/2020,politics,Caroline Kelly and Jennifer Henderson,2 Republican governors criticize Trump for stalled transition,https://www.cnn.com/2020/11/10/politics/massachusetts-governor-charlie-baker-transition-pandemic/index.html,-0.605288,-0.48489
h_9fb49d3738131f5362c0aa115e88f9f6,11/9/2020,politics,Meg Wagner and Mike Hayes and Melissa Macaya,Biden begins transition plans as Trump refuses to concede,https://www.cnn.com/politics/live-news/election-results-and-news-11-10-20/index.html,-0.451076,-0.410149
h_8c67c509d43db30575cbca4ff47d1550,11/10/2020,politics,Fredreka Schouten,Trump asks for \'election defense\' donations; but the money also benefits his new leadership PAC,https://www.cnn.com/2020/11/10/politics/donald-trump-leadership-pac-republicans/index.html,-0.507084,-0.698876
h_50f10a06cdae490adfafa2bfa46c68ee,11/10/2020,politics,Kate Sullivan and Kevin Liptak and Kylie Atwood,America\'s closest allies acknowledge Biden victory even as Trump refuses to concede,https://www.cnn.com/2020/11/10/politics/world-leaders-congratulate-biden/index.html,-0.850906,0.316185
h_3dd846b297a5b124a7fb974d6469ba7f,11/10/2020,politics,Joan Biskupic,John Roberts has heard just about enough of Obamacare for one lifetime,https://www.cnn.com/2020/11/10/politics/john-roberts-affordable-care-act-again/index.html,-0.876369,0
h_90f8375d4fb28ba817e22b5a6a4502fb,11/10/2020,politics,Ariane de Vogue,Supreme Court appears to signal Obamacare will survive latest GOP challenge,https://www.cnn.com/2020/11/10/politics/supreme-court-obamacare-oral-arguments/index.html,-0.546092,-0.614117
h_2d0eb6757fb2ac4cb94398e0541a090e,11/11/2020,politics,Alex Rogers and Lauren Fox,House Democratic campaign arm looks for new leader after losing several seats,https://www.cnn.com/2020/11/10/politics/dccc-democrats-leader-election-reaction/index.html,-0.510331,0
h_978609bf8f0dbcb714eadf98e1fb0b69,11/10/2020,politics,Zachary B. B. Wolf,How Trump\'s transition of power delay threatens national security and public safety,https://www.cnn.com/2020/11/10/politics/trump-biden-transition-of-power-delay/index.html,-0.61009,-0.306039
h_986e0c994a3de1c0dcce4b2c99e15b88,11/10/2020,politics,Chris Cillizza,1 good thing Donald Trump did for politics,https://www.cnn.com/2020/11/10/politics/trump-one-good-thing-politics-turnout/index.html,0.524503,0
h_aed70b6115a010718773ab88392f0f79,11/8/2020,politics,John Blake,What Trump\'s four years taught me about the two White Americas,https://www.cnn.com/2020/11/08/politics/trump-white-voters-blake/index.html,-0.718526,0.323151
h_8652504d7f36787729155ea43d6a25cc,11/10/2020,politics,Jeremy Herb and Zachary Cohen and Vivian Salama,Trump\'s ousting of officials and elevation of loyalists could have lasting effects,https://www.cnn.com/2020/11/10/politics/trump-officials-ousted-burrowing/index.html,-0.68912,-0.506133
h_971a7a4dffb5b02718ea229eab9cad9a,11/10/2020,politics,Dan Berman and Tami Luhby,5 takeaways from the Supreme Court\'s Obamacare arguments,https://www.cnn.com/2020/11/10/politics/obamacare-supreme-court-takeaways/index.html,-0.682227,0
h_549732f77b2c0b46264a31aea990d3f4,11/10/2020,politics,Brandon Tensley,How Black voters and simmering protests contributed to Trump\'s loss,https://www.cnn.com/2020/11/10/politics/alicia-garza-black-lives-matter-election-joe-biden/index.html,-0.299212,-0.301819
h_33904af000ba2d132212edfb154729dc,11/10/2020,politics,Chris Cillizza,6 lawsuits Donald Trump is going to have to deal with when he leaves office,https://www.cnn.com/2020/11/10/politics/donald-trump-lawsuits/index.html,-0.773172,0
h_79a35e6306827ffb425748646a131fac,11/10/2020,politics,Dan Merica,Biden moves ahead by announcing transition teams despite Trump\'s efforts to block process,https://www.cnn.com/2020/11/10/politics/transition-teams-biden/index.html,-0.464164,0.294436
h_395adb53268c7476c0da565c742ef04f,11/10/2020,politics,Kylie Atwood and Jennifer Hansler,Trump\'s refusal to concede leaves diplomats unclear on what to tell allies,https://www.cnn.com/2020/11/10/politics/diplomats-post-election-guidance/index.html,-0.760455,-0.576255
h_4fad42a5a28b4ca23c79d4ff3c80f6ac,11/10/2020,politics,Clare Foran,Democrat concedes to Republican Thom Tillis in US Senate race in North Carolina,https://www.cnn.com/2020/11/10/politics/thom-tillis-cal-cunningham-north-carolina-senate/index.html,0,0
h_47c085524c9969e8926043af72660785,11/10/2020,politics,Eric Bradner,Biden says Trump\'s actions are \'an embarrassment\' but won\'t impede transition effort,https://www.cnn.com/2020/11/10/politics/biden-trump-transition/index.html,-0.624755,-0.581191
h_6aa9b05504232af0b7cd18009d4b1e6a,11/10/2020,politics,Jasmine Wright,Douglas Emhoff; Harris\' husband; to sever ties with law firm by Inauguration Day,https://www.cnn.com/2020/11/10/politics/douglas-emhoff-law-firm/index.html,0,0.840746
h_32942c3717675399fa2434d0c3d5e334,11/10/2020,politics,Kevin Liptak,Trump blocks transition as he refuses to accept loss,https://www.cnn.com/2020/11/10/politics/donald-trump-transition-biden-block/index.html,-0.702794,-0.568584
h_1a968b78b2444f13c126af71051db53f,11/10/2020,politics,Lauren Fox and Jeremy Herb,After Biden win; GOP eyes investigations into the 2020 election,https://www.cnn.com/2020/11/10/politics/republican-congress-investigation-senate/index.html,-0.765952,-0.460576
h_12eb675acbce9759e76b1afe669e6b3b,11/10/2020,politics,Eric Bradner and Tami Luhby,Biden attacks Trump administration\'s efforts to strike down Obamacare,https://www.cnn.com/2020/11/10/politics/biden-obamacare-speech/index.html,-0.961847,-0.53634
h_a3867d4ef3d391f8a071497b2390bdfe,11/10/2020,politics,Nicole Gaouette and Jennifer Hansler and Kylie Atwood,Pompeo refuses to acknowledge Biden has won election; sparking furor and \'disgust\' among diplomats,https://www.cnn.com/2020/11/10/politics/pompeo-transition-trump/index.html,-0.853117,-0.528878
h_3bd327320f29eb967b982bae19df986c,11/10/2020,politics,Scottie Andrew,4 years ago; Obama invited Trump to the White House to discuss transfers of power. Trump hasn\'t done the same for Biden,https://www.cnn.com/2020/11/10/politics/obama-trump-biden-white-house-meeting-2016-trnd/index.html,-0.410362,-0.536143
h_df0cbb4d739b8724720e8309e2e6e74e,11/10/2020,politics,Chris Cillizza,Here\'s definitive proof Republicans are still afraid of Donald Trump,https://www.cnn.com/2020/11/10/politics/republicans-chris-coons-2020-trump-election/index.html,-0.626029,-0.390225
h_5691aa9d1945001ee4a3ba9fd6fd2b23,11/10/2020,politics,Stephen Collinson,Trump shows transition will be as turbulent as his presidency,https://www.cnn.com/2020/11/10/politics/donald-trump-transition-joe-biden-presidency/index.html,-0.736284,-0.426614
h_74ddca00317cdac814cca54185b56e0a,11/10/2020,politics,Clare Foran and Ted Barrett,McConnell and Schumer reelected as Senate party leaders,https://www.cnn.com/2020/11/10/politics/senate-leadership-elections/index.html,0,0
h_46cbfe7fa47c33cce01539c4cd9d4bc5,11/10/2020,politics,Evan Perez,Top prosecutor quits after Barr election fraud order,https://www.cnn.com/2020/11/09/politics/william-barr-voting-irregularities/index.html,-0.647926,-0.654425
h_1516a3575053db143c9a0ecc15e0ceb4,11/10/2020,politics,Alex Rogers and Fredreka Schouten,Democrats try to learn from mistakes in US Senate races in Georgia,https://www.cnn.com/2020/11/10/politics/democratic-strategy-ossoff-perdue-loeffler-warnock/index.html,-0.691782,0.945677
h_4a36d1e412b09825d7f07d3b63fec501,11/10/2020,politics,Veronica Stracqualursi,Centrist Democrat says he won\'t back expanding Supreme Court,https://www.cnn.com/2020/11/10/politics/joe-manchin-supreme-court-packing-cnntv/index.html,-0.803517,-0.272023
h_0a13a520bd1c2bc1dd0fadd348ed19d6,11/10/2020,politics,Chris Cillizza,Here\'s the real reason Mitch McConnell won\'t say Trump should concede,https://www.cnn.com/2020/11/10/politics/mitch-mcconnell-donald-trump-conceding/index.html,-0.744306,0
h_16d77b40b539d6b875987e96fd892eb4,11/10/2020,politics,Chandelis R. Duster,Senate Democrat says Republican colleagues are privately asking him to congratulate Biden on winning election because they can\'t do so publicly,https://www.cnn.com/2020/11/10/politics/chris-coons-republicans-joe-biden-cnntv/index.html,0,-0.369773
h_01b5fcedc6e84afe063a0f2a81f6ceb4,11/8/2020,politics,Kaitlan Collins and Kate Bennett and Jeremy Diamond and Kevin Liptak,Jared Kushner; Melania Trump advise Trump to accept election loss,https://www.cnn.com/2020/11/08/politics/jared-kushner-donald-trump-concession/index.html,-0.653232,-0.55455
h_514922514c1c21dba6674c4616f5cf1b,11/8/2020,politics,Alaa Elassar,Remembering the Native American who was the first person of color to serve as US vice president,https://www.cnn.com/2020/11/08/politics/vice-president-person-of-color-native-american-charles-curtis-trnd/index.html,0,0
h_d09fe2205a743d62ae6e87016a32ed1d,11/8/2020,politics,Eric Bradner and Sarah Mucha,Biden plans executive actions that would undo Trump\'s policies,https://www.cnn.com/2020/11/08/politics/biden-first-day-executive-actions/index.html,0,-0.331573
h_5afe72a245a72db9c37427a02659af18,11/8/2020,politics,Fredreka Schouten,\'Her story is our story:\' Alpha Kappa Alpha sorority sisters bask in Kamala Harris\' victory,https://www.cnn.com/2020/11/08/politics/alpha-kappa-alpha-sorority-kamala-harris/index.html,0,0
h_9d9e981c595096282b5b115e6abae2a2,11/8/2020,politics,Manu Raju and Ted Barrett,Democrats fear McConnell veto over Biden agenda,https://www.cnn.com/2020/11/08/politics/democrats-mcconnell-veto-biden-agenda/index.html,-0.667484,0.275694
h_b5ed489d1206e9839492ca145d859297,11/8/2020,politics,Harry Enten,Joe Biden won a race another Democrat may have lost,https://www.cnn.com/2020/11/08/politics/democrats-biden-election/index.html,-0.59211,-0.516707
h_12eb428036c78bc4910b8d71805c1ff7,11/8/2020,us,Blake Ellis and Melanie Hicken,Arkansas police chief resigns after calling for violence against Democrats,https://www.cnn.com/2020/11/08/us/arkansas-police-chief-violence-parler-invs/index.html,0,0
h_db7b97065321c72e0ada8287dc4d1577,1/28/2019,politics,,Kamala Harris Fast Facts,https://www.cnn.com/2019/01/28/us/kamala-harris-fast-facts/index.html,0,0
h_de7df17c916ef02637761930823ca853,11/8/2020,politics,Maeve Reston and Stephen Collinson,President-elect Joe Biden seeks to unite nation with victory speech,https://www.cnn.com/2020/11/07/politics/biden-victory-speech-2020-election/index.html,-0.507646,0.320675
h_807dc7399b8e99518a00be301a864c00,11/8/2020,politics,Shawna Mizelle,\'You can\'t be what you can\'t see\': Female politicians of color discuss what Harris\' win means to them,https://www.cnn.com/2020/11/08/politics/kamala-harris-female-politicians-of-color-reaction-cnntv/index.html,0,0.804896
h_d0ee03a3e07ce40b07953ff4b4b760ae,11/8/2020,politics,Nikki Carvajal and Chandelis R. Duster,Maryland\'s GOP governor says he hopes Trump will \'do the right thing in the end\' and concede election,https://www.cnn.com/2020/11/08/politics/larry-hogan-donald-trump-concede-election-cnntv/index.html,-0.719086,0
h_80ba3e7ddc90e6d3acbabefb13f8e5eb,11/8/2020,politics,Devan Cole and Veronica Stracqualursi,Romney calls for nation to \'get behind\' Biden and says he has seen no evidence of voter fraud,https://www.cnn.com/2020/11/08/politics/mitt-romney-biden-election-cnntv/index.html,-0.598005,-0.339939
h_bf9238fad19d073541cf251759799f6d,11/8/2020,politics,Kevin Liptak,Inside Trump\'s loss: A culmination of self-destructive decisions,https://www.cnn.com/2020/11/08/politics/donald-trump-loss-election-2020/index.html,-0.542686,-0.586232
h_cf8a2a13238918f9a0541e23fc879aa8,11/7/2020,politics,Eric Bradner,7 takeaways from Biden\'s win in the 2020 presidential race,https://www.cnn.com/2020/11/07/politics/takeaways-2020-presidential-race/index.html,-0.420006,-0.296211
h_df2f86eebde73869c421512f88735685,11/7/2020,politics,Meg Wagner and Fernando Alfonso III and Melissa Macaya and Melissa Mahtani and Veronica Rocha and Amanda Wills,Joe Biden elected president,https://www.cnn.com/politics/live-news/trump-biden-election-results-11-07-20/index.html,-0.317775,0.379793
h_38385ff7bdcb9f9a7be039708115f4e9,11/8/2020,us,,We have a winner -- but election challenges await. Here\'s what to expect this week,https://www.cnn.com/2020/11/08/us/five-things-november-8-trnd/index.html,0,0
h_442543ad948820ed96068e162e0ad944,11/8/2020,politics,Dan Merica,Biden moves ahead with transition as Trump fights election results,https://www.cnn.com/2020/11/08/politics/biden-transition-website/index.html,-0.699078,-0.347549
h_e93f1a83234fdea5cb9c0ce8aea067ca,11/8/2020,politics,Brandon Tensley,In Georgia; John Lewis\' district delivers poetic justice,https://www.cnn.com/2020/11/08/politics/john-lewis-voting-legacy-atlanta-joe-biden-kamala-harris/index.html,-0.604098,0.316339
h_1716a6039df5d5c5d84eb2e88167d167,11/7/2020,politics,Lauren Fox,Trump might have lost but his legacy lives on with congressional Republicans,https://www.cnn.com/2020/11/07/politics/republican-lawmakers-trump-legacy/index.html,-0.537441,0.570672
h_aa97e213e13799a50edfb7adc836e005,11/7/2020,politics,Stephen Collinson and Maeve Reston,Biden defeats Trump in an election he made about character of the nation and the President,https://www.cnn.com/2020/11/07/politics/joe-biden-wins-us-presidential-election/index.html,-0.552587,-0.517188
h_05d1c0a5437ef7e59c71030fd5313e31,11/8/2020,politics,,Read: Vice President-elect Kamala Harris\' remarks,https://www.cnn.com/2020/11/07/politics/kamala-harris-vp-elect-remarks/index.html,0,0.939784
h_ddafd6f50c7205985dba6b3618a0beb0,11/8/2020,politics,,Read: President-elect Joe Biden\'s remarks,https://www.cnn.com/2020/11/07/politics/joe-biden-president-elect-remarks/index.html,0.318616,0.941875
h_bf3c3581a6f98347f72664cb038c6c8a,11/7/2020,politics,Brandon Tensley and Jasmine Wright,Harris bursts through another barrier; becoming the first female; first Black and first South Asian vice president-elect,https://www.cnn.com/2020/11/07/politics/kamala-harris-first-vice-president-female-black-south-asian/index.html,0.543963,0.452775
h_b04b58d05b4c53d533e39c2a9e251e1f,11/8/2020,us,Theresa Waldrop and Alisha Ebrahimji,Celebrating crowds cheer US Postal Service workers after Biden declared winner,https://www.cnn.com/2020/11/07/us/people-cheer-usps-workers-biden-win-trnd/index.html,-0.961114,-0.471293
h_e947810958aa55856b63401a05e504cd,11/7/2020,politics,Dan Merica and Jeff Zeleny,Biden to announce coronavirus task force as part of presidential transition,https://www.cnn.com/2020/11/07/politics/transition-biden-coronavirus-task-force/index.html,-0.606892,0.342636
h_7d1e2d34c725a37bd442b87d62532168,11/7/2020,politics,Holmes Lybrand and Tara Subramaniam and Kelly Mena,Fact check: Trump falsely claims \'illegal ballots\' are changing the election,https://www.cnn.com/2020/11/07/politics/donald-trump-illegal-ballots-fact-check/index.html,-0.863274,0
h_863123c89a865480dbfc0c494f0fdd6c,11/7/2020,politics,Stephen Collinson and Caitlin Stephen Hu,John King on the Election Week wait; math and his Magic Wall,https://www.cnn.com/2020/11/07/politics/john-king-interview-meanwhile-intl/index.html,-0.72612,0
h_5ec719f8f6217137babbc8d76a93fa56,11/7/2020,politics,Alex Rogers and Fredreka Schouten and Manu Raju,GOP to argue Georgia Senate runoffs would be key to check Biden and a Democratic House,https://www.cnn.com/2020/11/06/politics/2020-election-georgia-senate-race-runoffs/index.html,-0.775935,-0.393046
h_69f6212213fcf283694adf0963929b32,11/7/2020,politics,Devan Cole,Election workers risked their health during pandemic. Now dozens are self-quarantining.,https://www.cnn.com/2020/11/07/politics/election-coronavirus-cases-poll-workers/index.html,0,0
h_e954806ff39908841133ea9a7cfff9e4,11/7/2020,politics,Chris Cillizza,The triumphant grief of Joe Biden,https://www.cnn.com/2020/11/07/politics/president-elect-joe-biden/index.html,-0.590143,-0.537528
h_2128e2d65d02b0dc5588914784d7a7df,11/7/2020,politics,Priscilla Alvarez,After years of unrelenting attacks; many immigrants breathe a sigh of relief with Biden victory,https://www.cnn.com/2020/11/07/politics/immigrants-daca-biden-trump/index.html,-0.621681,0.670556
h_50aef08ccb2dd08c12a81548b9999438,11/7/2020,politics,Clare Foran and Simone Pathe,Democrats keep control of the House; CNN projects,https://www.cnn.com/2020/11/07/politics/election-2020-democrats-house-control/index.html,-0.750657,-0.803752
h_58abf7900d08742cb448b8d910e3af64,11/7/2020,politics,Rebecca Buck,Democrat-turned-GOP congressman who switched parties over impeachment holds on to seat,https://www.cnn.com/2020/11/07/politics/2020-house-race-new-jersey-jeff-van-drew-amy-kennedy/index.html,-0.528646,0
h_e8675bce30f36e08ea0fc6e057477722,11/7/2020,us,Jason Hanna and Rob Frehse and Sonia Moghe,Armed men arrested in Philadelphia may have believed fake ballots were being counted; Philadelphia DA Office says,https://www.cnn.com/2020/11/07/us/pennsylvania-convention-center-arrests/index.html,0,0
h_a456b88d9c5ca66e83c48c4adb6081e9,11/7/2020,politics,Stephen Collinson and Maeve Reston,Biden wins Pennsylvania; becoming the 46th president of the United States,https://www.cnn.com/2020/11/06/politics/presidential-election-biden-trump-2020/index.html,-0.769633,-0.571626
h_b9b00d1371089d193fb5c028923ec878,11/7/2020,us,AJ Willingham,The election has been decided. But America is still waiting -- like it has all year,https://www.cnn.com/2020/11/07/us/election-uncertainty-coronavirus-waiting-trnd/index.html,-0.444095,-0.927436
h_d9594181863c86b35d064e49f3072e7e,11/7/2020,politics,Kevin Liptak and Kaitlan Collins and Jim Acosta and Jeremy Diamond,At least 5 people in Trump\'s orbit; including his chief of staff; have tested positive for Covid-19,https://www.cnn.com/2020/11/06/politics/mark-meadows-coronavirus-positive-test/index.html,-0.562152,0
h_0e776daf3a32782e8770748339aefb4f,11/7/2020,politics,Devan Cole and Paul LeBlanc,The terms you need to know as vote-counting continues in key states,https://www.cnn.com/2020/11/07/politics/election-terms-vote-counting-trnd/index.html,0,0
h_7aad714714422701d58750752b1c5d90,11/5/2020,politics,Meg Wagner and Melissa Macaya and Melissa Mahtani and Veronica Rocha and Amanda Wills and Fernando Alfonso III,Election 2020 presidential results,https://www.cnn.com/politics/live-news/trump-biden-election-results-11-06-20/index.html,-0.497364,-0.370493
h_99d9dba81660c9697a3b20e704509db9,11/7/2020,us,Catherine E. Shoichet,How social media posts in Spanish are sowing doubt over the election,https://www.cnn.com/2020/11/07/us/election-social-media-disinformation-spanish/index.html,0,-0.795347
h_32018e07dee9ccbee940e6ad5721b768,11/6/2020,politics,Marshall Cohen and Annie Grayer and Bob Ortega and Casey Tolan and Nick Valencia,Fact check: Trump doubles down on groundless conspiracy theory that GOP poll watchers across the country were sidelined,https://www.cnn.com/2020/11/06/politics/fact-check-trump-poll-watchers/index.html,-0.721356,-0.526906
h_3a7d8e2bbe216497011b2742546cbc8e,11/6/2020,politics,Jeff Zeleny and Eric Bradner and Sarah Mucha,Biden says voters have given him a \'mandate for action\',https://www.cnn.com/2020/11/06/politics/biden-transition-preparations/index.html,0.426528,-0.27917
h_c2a9877728dd0974d8bb7bca8598d3ca,11/5/2020,politics,Saba Hamedy,Every mayor of this small community since its founding has been a dog. The latest is a French bulldog,https://www.cnn.com/2020/11/05/politics/dog-mayor-rabbit-hash-kentucky-trnd/index.html,0,0
