-0.642065,-0.415535
-0.825946,-0.762265
-0.862974,-0.892425
-0.441712,-0.441712
0,0
-0.876581,-0.880974
-0.611464,0
-0.564336,0
-0.77663,-0.756575
0,0
-0.782639,-0.679691
-0.72868,-0.713955
-0.591512,0
0,0.440735
-0.528168,0
-0.448752,-0.448752
-0.855792,0
-0.826117,-0.665406
-0.727484,0
-0.411855,0
-0.741806,0
-0.90104,-0.90104
-0.828018,0
-0.945913,0
0,0
-0.791715,-0.810166
-0.941272,-0.978556
-0.433768,0
-0.384219,-0.361278
0,0
0.350828,0.350828
0,-0.760988
-0.705054,-0.574657
0,0
-0.900645,0
0.918906,0.489588
-0.630758,-0.884267
-0.85901,-0.815395
-0.721,-0.761772
-0.595604,0
-0.598233,-0.598233
-0.833872,0
-0.895214,0
0,-0.342323
0,-0.497196
0.571189,0.619474
-0.588444,-0.52321
0.739091,0.739091
0.487868,0.487868
-0.26855,-0.26855
-0.457647,0
0.853265,0.659481
0.525498,0.282079
-0.607308,-0.607308
0.562156,0.562156
0,-0.527492
-0.740408,-0.824853
0,-0.329466
0,0.973934
0,0.644419
0,0.931743
0,0
0,-0.831335
-0.772586,-0.821268
-0.712461,0.454058
-0.868772,-0.350671
0,0
-0.858486,-0.815962
-0.819935,-0.819935
-0.55762,-0.55762
0,0
-0.807611,-0.769722
-0.894891,0
0.700127,0
-0.282031,-0.355027
0,0.406615
-0.703134,0
-0.602438,-0.687202
-0.634347,-0.634347
0,0
-0.876402,-0.821853
-0.732306,-0.732306
0.690361,0.690361
0,0
-0.690155,-0.670062
0,0
-0.615515,-0.618845
0,0.342079
-0.592186,-0.592186
-0.920984,-0.920984
0,0
-0.732867,0
-0.748953,-0.721888
-0.72471,-0.706973
0,0
0,0
-0.786109,-0.779748
-0.849436,-0.807502
0,0.275582
-0.431481,-0.469742
-0.782317,-0.686236
-0.762427,-0.652891
0,-0.804263
-0.608557,-0.608557
-0.791087,0
-0.580736,0
0,0
-0.411589,0
-0.818399,-0.799608
-0.812707,-0.571494
-0.878934,0
-0.635873,0
-0.971636,-0.971636
0,-0.48687
0,0
-0.72371,-0.698573
0,-0.687347
0,0
0,0
-0.902418,-0.902418
-0.821631,-0.927638
-0.722436,-0.544934
-0.639261,-0.800289
-0.827006,-0.813761
0,0
-0.752675,-0.752675
-0.419154,-0.419154
0,0.370161
-0.487738,-0.486837
-0.244342,-0.244342
-0.244342,-0.244342
0,0
-0.740582,-0.667755
-0.612162,0
-0.320582,-0.587957
0,0
-0.447871,-0.447871
0.794827,0
0,-0.663897
0,-0.361166
-0.745241,-0.712387
-0.705013,-0.750718
-0.676006,-0.676006
0,0
0,0
0,0
0,-0.574738
-0.707402,-0.578513
0.766631,0
-0.375112,-0.566544
-0.747546,0
-0.876516,-0.876516
-0.629671,0
-0.688733,-0.688733
0,0
-0.742554,0
-0.358029,-0.3731
-0.400312,-0.572186
0,0
0,0
0,0
0,0
0.88304,0.813351
0,0
-0.323061,0
0,0
0,0
-0.728276,-0.728276
0,0
0.813092,0
0,0.323634
-0.777694,-0.804501
-0.783573,-0.738311
-0.764452,0
0,0
-0.746921,-0.746921
-0.784902,-0.770864
-0.935248,-0.71564
-0.527606,-0.527606
0,-0.677159
-0.681365,-0.69049
-0.644439,-0.644439
-0.554989,0
-0.787119,0
0,0.456682
-0.704036,-0.682288
-0.560317,-0.477179
0,-0.418061
0,0
0.738283,0.636642
0.738283,0.636642
-0.6982,-0.616202
-0.637224,-0.33892
0,0
0,0.283629
-0.259655,0.321631
0.714379,0.911299
0,0
-0.612855,-0.754442
0,0
0,0
0,0
-0.782338,-0.781199
0,0.475544
-0.710683,-0.772519
-0.39386,-0.417632
0,0.428592
-0.635018,-0.640583
0,0
0,-0.315156
0,-0.315156
0,-0.875057
0.397295,0.397295
0.684773,0.684773
-0.318591,0.907721
0,-0.77637
0.710804,0.70615
-0.882177,0
0,0
-0.762439,0
-0.527685,-0.712861
