-0.669795,-0.70913
-0.596072,-0.490494
-0.81739,-0.551309
-0.60118,-0.663249
-0.72227,0
-0.609991,-0.348367
-0.287543,-0.595172
-0.783958,0
-0.786119,-0.8425
-0.565752,-0.255747
-0.646454,-0.741922
-0.653411,0.284285
0,0
-0.802754,0
-0.900411,-0.880952
-0.625694,0
0,0
-0.642573,-0.674841
-0.521698,0
0,0
-0.492765,-0.557557
-0.69335,0
-0.749019,0
0,0.917319
-0.54413,-0.563546
-0.6208,-0.324445
-0.586529,0.687985
-0.465021,-0.360125
0.832332,0
-0.342732,0.309491
-0.715812,0
-0.502721,0
0.800255,0
-0.422772,0
-0.399655,0.706233
-0.650186,-0.255276
-0.605066,-0.933669
-0.773286,-0.783846
-0.50619,-0.781196
-0.606057,-0.309508
-0.661209,0.341797
0,0.565502
0,0
-0.665218,-0.618831
0,0.48649
-0.725446,-0.391991
-0.468391,-0.415137
-0.717717,-0.617052
-0.720372,-0.482423
-0.61406,0
-0.383756,-0.656393
-0.714503,0.483203
0,-0.563441
0,0
-0.786047,0
-0.643822,-0.895731
-0.502107,0
-0.375031,-0.672907
-0.437845,-0.404625
-0.602492,-0.300908
-0.79924,0
-0.499284,0
-0.905348,-0.854495
-0.410651,0
-0.646517,-0.64496
-0.829593,0
-0.573918,0.38798
0,0
-0.690897,-0.263025
0,0
-0.743436,-0.68572
-0.745297,0.506263
-0.380384,0.335949
-0.826904,-0.762934
0,0
-0.521329,-0.569738
-0.710174,0.292481
-0.715171,0.292236
-0.740084,-0.676556
-0.754286,0.469353
-0.685553,-0.513746
0.972608,-0.325954
-0.418891,0
-0.737089,-0.667492
-0.482041,0
-0.533106,-0.521033
0.693494,0.378226
-0.791828,-0.802505
-0.714821,-0.714272
-0.663877,0.381595
-0.717344,-0.414408
0,0
-0.877145,0.357593
-0.77156,-0.494177
-0.650069,-0.650069
-0.704273,-0.314619
-0.618986,0
-0.73152,0.445266
0,0.673258
0,-0.554453
0.467754,0.319895
-0.830409,0
-0.713226,0
0,0
-0.666616,0.524371
-0.616309,-0.701585
0,0
-0.377197,0
-0.576757,-0.349682
-0.54463,0.269916
-0.656611,-0.581345
-0.692712,-0.526671
-0.615865,-0.450826
-0.456446,0
-0.605958,-0.373282
-0.642681,0.843837
-0.38862,-0.718234
-0.48589,0
-0.808558,-0.768855
-0.702002,-0.622824
-0.578588,0.478192
0,0
0,-0.348706
-0.264849,0
-0.65937,-0.340207
0,0
0,0.440233
-0.454477,0.344164
-0.786574,0
-0.601647,0
-0.723695,-0.555883
-0.690669,-0.623098
-0.759987,-0.473422
0,0
0,0.703673
-0.723612,-0.668941
-0.814296,-0.625965
-0.463696,0.272346
-0.703187,-0.749624
-0.589496,0.261087
0,0
-0.542958,0.29286
-0.771632,-0.614102
-0.835639,-0.698781
0,0.47434
-0.492196,0.61011
-0.790732,-0.686745
-0.746568,-0.819331
-0.829285,-0.884143
0,0
-0.57172,-0.468917
-0.428279,-0.494625
-0.968546,0
-0.560002,-0.40232
-0.504074,-0.26638
0.803075,0.779586
-0.641553,-0.686351
-0.583121,0
-0.490429,0.275043
-0.936626,-0.530843
0,0
0,-0.580986
0,0.874847
-0.575516,0.504805
-0.495736,-0.517787
0,-0.534655
0,0
-0.504679,0.324057
-0.726502,-0.614357
0.389766,0.670904
-0.340648,-0.620843
-0.536156,-0.334181
-0.56578,-0.764139
0,0
0.30806,0.611178
0,0
-0.894132,-0.654818
-0.406007,0.261231
-0.429012,-0.373989
0,0.78626
-0.684407,-0.571928
-0.489573,0.396781
-0.596939,0.479805
-0.647294,0
-0.63079,0
-0.656456,-0.577937
-0.430775,-0.33855
-0.690421,-0.519514
-0.65494,-0.445746
-0.685321,-0.450009
-0.534041,-0.372689
-0.590479,-0.297563
-0.659932,-0.616166
-0.467612,-0.274608
-0.337619,0
0,0
-0.602666,0
-0.550783,0
-0.527513,-0.361262
-0.694142,-0.263907
-0.758385,-0.463111
0.363297,0.484251
-0.668833,-0.870345
-0.734404,-0.554778
-0.880354,-0.472768
-0.667382,0
-0.695631,-0.533454
0,0.513848
-0.81237,-0.68099
-0.846465,0
-0.464241,0.514499
-0.90008,-0.7998
-0.751005,-0.794681
-0.796271,0
-0.430456,0.445619
-0.345743,-0.371445
0,-0.586439
-0.625022,-0.720458
-0.515453,-0.374591
-0.617966,0
-0.539574,-0.493984
-0.405257,-0.393553
-0.602358,-0.463696
-0.417249,-0.306075
-0.838812,-0.528599
-0.301313,0.371264
0,0.818303
-0.796012,0.776434
-0.792274,-0.823131
0,-0.454901
0,-0.431877
0,-0.364891
-0.537983,-0.439191
-0.36195,0
-0.73753,-0.616675
0,0
-0.602014,0.266768
-0.833121,-0.329691
-0.703936,0
0,0
-0.596123,-0.738629
-0.8949,-0.866675
-0.59467,0.329188
-0.716671,-0.604533
-0.784275,-0.46788
-0.309143,-0.402103
-0.619955,-0.562068
0,0
-0.501058,0
-0.493331,0.532543
-0.78849,-0.616676
-0.723724,-0.558674
-0.305291,0.446778
-0.527589,0
0,0
-0.652579,-0.612993
-0.575532,0.500748
0,0.663472
-0.559528,-0.547888
-0.729176,-0.701358
-0.712719,-0.268564
-0.378804,-0.431215
0,0
-0.722126,0
-0.615167,0
0,0
-0.492966,-0.450351
-0.754323,-0.640212
-0.815299,-0.684934
-0.695425,-0.475785
-0.500616,-0.636381
-0.685712,-0.807148
-0.562947,0.277842
0,0
-0.688649,-0.60717
0.815162,0
-0.789674,-0.488802
-0.558807,-0.473997
-0.678407,-0.359621
-0.600633,0.644698
0,0
0,0
-0.645797,-0.594259
0,0.781588
-0.617635,-0.553383
-0.520208,-0.330133
-0.272753,-0.567501
0.417801,0.417801
0.361697,0.669607
-0.758315,-0.758315
-0.77647,0
-0.593555,-0.553258
-0.749313,-0.388727
-0.671962,-0.725754
-0.694905,-0.572711
-0.751663,0.577819
0,0.761227
-0.773378,0.342657
-0.329661,-0.492599
0,0
-0.527056,-0.552902
-0.717454,0
-0.440573,0
-0.35074,-0.523405
-0.511921,-0.632395
-0.421568,0.279051
-0.691271,-0.77345
-0.722614,0.566388
0,0
-0.56849,-0.588519
-0.713104,-0.57345
-0.608391,-0.298034
-0.833137,0.441493
0,0
-0.698217,-0.658984
-0.747402,-0.794934
-0.538396,0
0,0.558682
-0.605288,-0.48489
-0.451076,-0.410149
-0.507084,-0.698876
-0.850906,0.316185
-0.876369,0
-0.546092,-0.614117
-0.510331,0
-0.61009,-0.306039
0.524503,0
-0.718526,0.323151
-0.68912,-0.506133
-0.682227,0
-0.299212,-0.301819
-0.773172,0
-0.464164,0.294436
-0.760455,-0.576255
0,0
-0.624755,-0.581191
0,0.840746
-0.702794,-0.568584
-0.765952,-0.460576
-0.961847,-0.53634
-0.853117,-0.528878
-0.410362,-0.536143
-0.626029,-0.390225
-0.736284,-0.426614
0,0
-0.647926,-0.654425
-0.691782,0.945677
-0.803517,-0.272023
-0.744306,0
0,-0.369773
-0.653232,-0.55455
0,0
0,-0.331573
0,0
-0.667484,0.275694
-0.59211,-0.516707
0,0
0,0
-0.507646,0.320675
0,0.804896
-0.719086,0
-0.598005,-0.339939
-0.542686,-0.586232
-0.420006,-0.296211
-0.317775,0.379793
0,0
-0.699078,-0.347549
-0.604098,0.316339
-0.537441,0.570672
-0.552587,-0.517188
0,0.939784
0.318616,0.941875
0.543963,0.452775
-0.961114,-0.471293
-0.606892,0.342636
-0.863274,0
-0.72612,0
-0.775935,-0.393046
0,0
-0.590143,-0.537528
-0.621681,0.670556
-0.750657,-0.803752
-0.528646,0
0,0
-0.769633,-0.571626
-0.444095,-0.927436
-0.562152,0
0,0
-0.497364,-0.370493
0,-0.795347
-0.721356,-0.526906
0.426528,-0.27917
0,0
-0.418493,-0.801716
0,0
-0.745302,-0.337015
-0.692686,-0.809392
-0.377821,-0.271137
-0.735255,-0.902491
-0.618734,-0.692429
-0.630062,-0.345375
-0.511162,-0.415593
-0.380484,-0.582074
-0.464085,-0.26595
-0.44298,-0.76425
0,0
0,-0.692332
0,0
0,0
-0.704078,-0.247369
0,0
-0.69423,-0.529183
-0.495993,0.531742
-0.490565,0.393346
-0.71796,-0.288984
-0.776359,0.415805
0,0
-0.822082,-0.640663
0,0
-0.711555,-0.847292
-0.783768,-0.948994
0,0
-0.587224,-0.611909
0,0
0,0
0.565541,0.685129
0,0
0,0
0,0
0,0
0.466256,0
-0.254086,0
-0.350653,0.369726
0,0
0,0
0,0
0,0
-0.831663,0
0,0
0,0
0,0
-0.321563,0
0,0
-0.968276,0
0,0.480591
-0.479947,-0.657057
0.285483,-0.47624
-0.742703,-0.408281
0,0
0,0
-0.627469,-0.555254
-0.66215,-0.858033
-0.810721,-0.244483
-0.941004,0
-0.81431,-0.889738
-0.755798,-0.731002
-0.66713,0
0,0
-0.501087,-0.409217
-0.779433,0
-0.739607,0.496927
0,0
-0.700714,-0.757819
-0.667421,-0.631062
0,0
0,0
-0.809303,-0.599021
-0.844052,0
0,0
-0.752179,0
-0.40517,0.252215
0,0
-0.622413,-0.366302
-0.610934,-0.610934
0,0
0,0
0,0
0.277688,-0.271534
-0.68598,-0.303155
-0.610057,-0.608826
-0.726817,-0.61725
-0.619885,-0.491313
-0.684119,-0.478752
-0.727351,0.585535
-0.712921,-0.660852
0,0
0,0
-0.748899,-0.385924
0,0
0,0
-0.346611,0
-0.587623,-0.385231
-0.75831,-0.455651
-0.519195,-0.292153
0,0
-0.655203,-0.497015
-0.712406,-0.636151
-0.458792,-0.619739
-0.629902,-0.376313
-0.558428,-0.555284
-0.38815,-0.396154
0,0
-0.722263,-0.638441
0,0
0,0
0,0
-0.327602,0.654529
-0.488135,-0.506979
-0.663436,-0.536991
-0.623579,0.671439
-0.708803,0
-0.775109,0
-0.555999,0
-0.694892,-0.380191
-0.341772,-0.309853
0,0
0,0
-0.928399,0
-0.601843,0
-0.70942,-0.377485
0,0
-0.711419,0
-0.44011,-0.599005
-0.708381,-0.663453
0,0
0.394179,0
0,0
-0.574479,-0.497896
0.322634,-0.312285
-0.632278,0
-0.573879,0.436917
-0.690071,-0.29064
-0.69653,-0.620051
-0.86536,-0.468875
-0.636103,0
-0.575663,0
-0.448619,0.294916
0,0
-0.330591,0.523897
0,0
-0.56082,0
-0.628896,0
-0.678068,0
-0.798065,0
-0.759844,-0.417308
-0.382269,-0.290422
-0.683389,0
0,0
0,0
-0.548966,0
-0.45283,-0.343259
-0.283029,0
-0.516681,-0.491254
0.387617,-0.317546
0.588069,0.297369
0.333757,0.437569
-0.616416,-0.31438
-0.88527,-0.601816
-0.601673,-0.693365
-0.773793,0
-0.435537,0
